New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Mon Feb 13 18:36:31 2023
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_BGS	Total_FLI	Unique_BGS	Unique_FLI	Corrected_BGS	Corrected_FLI	PSMs_Used_BGS	TotInt_126C_BGS	TotInt_127N_BGS	TotInt_127C_BGS	TotInt_128N_BGS	TotInt_128C_BGS	TotInt_129N_BGS	TotInt_129C_BGS	TotInt_130N_BGS	TotInt_130C_BGS	TotInt_131N_BGS	TotInt_131C_BGS	PSMs_Used_FLI	TotInt_126C_FLI	TotInt_127N_FLI	TotInt_127C_FLI	TotInt_128N_FLI	TotInt_128C_FLI	TotInt_129N_FLI	TotInt_129C_FLI	TotInt_130N_FLI	TotInt_130C_FLI	TotInt_131N_FLI	TotInt_131C_FLI
44	1	EXTRA_0036	 	 	 	 	13.4	336	38814	[P63165ups|SUMO1_HUMAN_UPS] Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	10	10	1.000	4	6	4	6	4.000	6.000	4	951036.0664059999	827417.867187	1615969.394531	1096388.4433590001	991727.423829	906432.3632820001	919185.96875	850178.237305	1711683.769531	891848.738282	68332.179199	6	1671463.683594	1380235.609374	2975731.503906	1720975.7578130001	1600381.6835949998	1566651.378906	1513415.5859369999	1537210.738281	3187488.34375	1548075.902343	86466.95593200001
45	1	EXTRA_0037 (+1)	EXTRA_0037&sp|P52482|UB2E1_MOUSE	 	EXTRA_0037, sp|P52483|UB2E3_MOUSE, sp|Q91W82|UB2E2_MOUSE	 	21.6	199	22227	[P51965ups|UB2E1_HUMAN_UPS] Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	8	5	0.625	3	5	2	3	2.500	4.000	2	22460.532714999998	20998.957276	26926.141113	32568.398193	26395.327392	26920.266113	27474.195556	26481.587647	27767.043212999997	26929.910888000002	150.0	3	51187.461671000005	59680.724426	73676.276917	81388.23510800001	72130.443359	66294.684387	60433.908509	54779.015625	64957.200928	70985.44702200001	1020.259399
46	1	EXTRA_0038	 	 	EXTRA_0038, sp|Q61035|HARS1_MOUSE, sp|Q99KK9|SYHM_MOUSE	 	38.3	515	58233	[P12081ups|SYHC_HUMAN_UPS] Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	47	3	0.064	21	26	2	1	5.056	3.358	2	24349.858398999997	25721.923829	61349.396485000005	25802.097656	28111.652344	20118.967285	24422.212890999996	16581.612793	71043.539063	21548.213867	1578.040894	1	13336.504883	9454.047852	35547.148438	11224.71582	10528.334961	9514.314453	8280.390625	6087.629395	36291.132812	8516.323242	150.0
48	1	EXTRA_0045	 	 	EXTRA_0045, sp|P02088|HBB1_MOUSE, sp|P02089|HBB2_MOUSE, sp|P02104|HBE_MOUSE, tr|A8DUK4|A8DUK4_MOUSE	 	78.1	146	15867	[P68871ups|HBB_HUMAN_UPS] Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	149	43	0.289	68	81	19	24	24.416	30.301	19	2858743.3105490003	1364287.568847	8847007.181640001	2895565.6269549998	2310321.571289	1890236.66504	2278057.4091780004	1470225.374511	9890447.355469	2082916.981448	283853.421998	24	5634166.713379	3262836.877444	19201846.341797	6010845.104493	4771405.746095001	3195532.240234	3912951.2675769995	3045410.413575	21048091.960939	3058435.316406	671178.2215559998
49	1	EXTRA_0046 (+1)	EXTRA_0046&sp|P63280|UBC9_MOUSE	 	 	 	34.8	158	18007	[P63279ups|UBC9_HUMAN_UPS] SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	28	28	1.000	14	14	14	14	14.000	14.000	14	2885001.863281	2880086.220702	3607693.3828129997	3639958.359375	3647232.351563	3476617.2968760002	3384278.3964870004	3435996.8457029997	3659384.576172	3216351.865236	130807.18921	14	4764259.6684570005	4344205.077150001	5387354.417969	5351545.175779999	5250558.992187001	4992645.775392001	5118696.064454	4888974.607421	5536159.560548	4935327.794433	86546.556396
51	1	REV_A0A140LJ72	 	 	 	reversed	0.4	8478	908722	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	178090.516602	133476.62231500002	242325.778809	221658.964355	216178.768555	182386.481934	189383.187988	156834.930664	175623.235596	156510.253418	150.0
52	1	REV_A0A1B0GR31	 	 	REV_A0A1B0GR31, sp|P97737|GDF10_MOUSE	reversed	2.1	962	107898	REVERSED.	2	1	0.500	2	0	1	0	1.143	0.000	1	12603.431641	15315.477538999998	20471.005859	17029.642578	14167.748047	13030.166016	12624.427734	18031.259766	15065.447266	23584.304688	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	1	REV_A0A1D5RLM8	 	 	 	reversed	0.5	5808	654198	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	31970.983764999997	30450.206543000004	32714.59375	36234.910156	29098.715088000004	31776.138672000005	30479.369141	28810.794922000005	33621.333191	30999.703125	1725.803345	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	1	REV_A0A1L1SUL6	 	 	REV_A0A1L1SUL6, sp|P80316|TCPE_MOUSE	reversed	4.9	329	36805	REVERSED.	5	1	0.200	3	2	0	1	0.000	1.014	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	174713.1875	164135.5	213598.640625	222490.96875	185781.703125	172340.84375	171417.59375	179494.890625	176614.796875	185218.609375	150.0
55	1	REV_A0A2I3BRL8 (+1)	REV_A0A2I3BRL8&REV_Q91VM5	 	REV_A0A2I3BRL8, sp|Q91VM5|RMXL1_MOUSE	reversed	6.2	388	42178	REVERSED.	4	1	0.250	1	3	0	1	0.000	1.250	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	12886.535156	13826.197266	17109.458984	17201.351562	15055.217772999998	19149.996094	13813.458008000001	14172.259766	16846.554688	15697.657227000002	150.0
56	1	REV_A0A5F8MPH8	 	 	REV_A0A5F8MPH8, sp|Q3UYH7|ARBK2_MOUSE	reversed	0.3	4356	474057	REVERSED.	2	1	0.500	0	2	0	1	0.000	1.250	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	258531.421875	224975.65625	277931.28125	279773.1875	291902.5	244614.53125	275403.3125	255100.890625	282804.09375	296011.65625	150.0
57	1	REV_A0A6I8MWX0	 	 	 	reversed	2.7	1833	199810	REVERSED.	6	6	1.000	4	2	4	2	4.000	2.000	4	1736699.1328130001	1620338.4453130001	2077571.59375	2121693.132813	1869803.3515619999	1896869.3046880001	2174754.789062	1935065.3671869999	1856672.203125	1974435.796875	58318.831543	2	854902.492188	787081.246094	935862.097656	1051564.722656	863105.591797	994127.451172	1017852.054688	968955.931641	894362.642578	900800.485352	27899.542969
58	1	REV_A2A7S8	 	 	 	reversed	4.5	1013	104841	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	163151.195312	165013.0625	174279.109376	247269.515625	191786.429687	188331.867188	183515.84375	197183.546875	166220.265625	192993.398438	150.0
59	1	REV_A2AAJ9	 	 	 	reversed	0.5	8886	966580	REVERSED.	5	5	1.000	3	2	3	2	3.000	2.000	3	87156.13086	103062.22461	150802.203125	100540.84570300001	78880.314453	87187.582031	77994.177735	100807.525391	77505.414063	105072.140625	1297.491699	2	1190175.265625	1167007.9921880001	1394307.640625	1356223.375	1420642.140625	1312906.1875	1554269.25	1224989.671875	1378572.75	1281359.75	36924.076172
60	1	REV_A2AGL3	 	 	 	reversed	0.7	4863	551322	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	12019.272949	22107.823242	15193.174560000001	26184.128907	43541.791992	53616.112305	52308.308594	60945.130859	53813.149414	61540.494141	1139.220581
61	1	REV_A2AJK6	 	 	REV_A2AJK6, sp|O88741|GDAP1_MOUSE	reversed	0.5	2986	334057	REVERSED.	5	1	0.200	3	2	0	1	0.000	1.029	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	208885.4375	202912.15625	224728.703125	252237.328125	259210.0	276245.65625	282234.78125	241583.59375	227577.640625	302628.75	150.0
62	1	REV_A2AKX3	 	 	 	reversed	1.4	2646	297586	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	639255.15625	529396.530273	723437.802734	807570.124023	662857.053711	722033.455078	623964.206055	500836.179688	611570.331055	528599.455078	150.0
63	1	REV_A2ARP1	 	 	 	reversed	1.0	1436	159921	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	131569.25	127281.640625	146387.84375	175202.53125	143358.5	131080.34375	162400.875	146346.34375	136726.671875	125547.203125	6203.287598	2	1073006.25	964946.28125	1229716.40625	1294554.40625	1253386.703125	1185537.59375	1220261.515625	1114992.203125	1297435.09375	1024994.484375	150.0
64	1	REV_A2ARZ3	 	 	 	reversed	0.3	6995	784848	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2016243.5	1191489.3125	2063499.875	1223364.34375	2903662.625	1120946.421875	1565446.25	1483351.53125	1431061.75	1133519.59375	150.0
65	1	REV_A2AS55	 	 	 	reversed	6.4	361	39776	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	26366.214844	32814.0	35902.507812	41689.617188	38784.574219	40194.472656	39426.238281	34118.652344	43571.886719	46493.367188	2378.156982	2	1289010.03125	797427.875	871389.65625	1588891.125	911966.5	994949.375	890079.34375	953110.59375	849979.9375	945595.28125	16480.041016
66	1	REV_A2ASS6	 	 	REV_A2ASS6, sp|Q5SXY1|CYTSB_MOUSE	reversed	0.1	35213	3906440	REVERSED.	3	2	0.667	3	0	2	0	2.074	0.000	2	168612.9375	93317.273438	110350.699219	143089.257812	107573.66796899999	115908.519531	105743.574218	136085.988281	92577.820313	109457.58984399999	3837.556885	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	1	REV_A2AVQ5	 	 	 	reversed	6.0	414	47584	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	6838018.5	3271452.75	3445929.5	3368749.0	3268202.75	3849688.5	3443762.0	4728466.5	2372686.25	2685566.5	150.0	2	891589.09375	577794.40625	545843.296875	624785.453125	653746.578125	651949.578125	654636.25	812979.34375	600846.140625	558014.78125	6206.021973
68	1	REV_A2AWL7	 	 	 	reversed	0.6	3003	328798	REVERSED.	4	4	1.000	2	2	2	2	2.000	2.000	2	66896.560547	48595.995117	62869.120117	71056.160156	66025.523437	63665.087891	67831.982422	66791.607422	58486.731446000005	58230.45312400001	2450.956787	2	247932.392578	188360.033203	286453.04882799997	279373.585938	260907.304687	229832.65625	235598.996094	234494.148437	258103.816406	219080.304688	3569.919678
69	1	REV_A2BI45 (+2)	REV_A2BI45&REV_A2BI50&REV_Q9JJR2	 	 	reversed	8.1	236	27190	REVERSED.	4	4	1.000	1	3	1	3	1.000	3.000	1	83978.070312	95865.21875	86573.28125	103097.421875	103933.171875	84289.984375	116611.17968800002	103548.875	97415.632812	88162.34375	150.0	3	469931.15625	529414.632813	542943.0625	605629.179688	545394.65625	491104.5625	590367.75	565666.273438	559386.195313	545284.796875	150.0
70	1	REV_A2CG29	 	 	 	reversed	7.8	586	65885	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	27846.880858999997	35646.660156	39649.519531	38549.472656	38393.164062	42882.316406	39842.039062	31115.402344	44301.976562	35685.855469	150.0	2	86188.679688	68309.382812	66024.789062	101481.195313	109987.953125	75054.882812	107269.976563	77184.46875	108166.71093800002	73702.890625	150.0
71	1	REV_A2KF29	 	 	 	reversed	5.2	484	54619	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	93538.8125	88714.488281	102267.652344	115438.140625	109464.992188	103957.203125	105304.80859399999	108479.195313	105245.058593	109220.48828100001	150.0
72	1	REV_A6H584	 	 	 	reversed	1.3	2640	289571	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1836094.890625	767265.765625	599116.3125	883583.90625	731501.046875	628444.171875	722471.3125	602977.109375	1513502.71875	890511.328125	61269.8125
73	1	REV_B1AR51	 	 	 	reversed	0.2	4484	512356	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	549134.238281	433138.007812	582466.875	781894.1992190001	627976.015625	543698.919922	538032.2851559999	600504.933594	419470.63867200003	502834.45117200003	150.0
74	1	REV_B1AR69	 	 	REV_B1AR69, REV_Q5SX39, REV_Q91Z83	reversed	1.4	1938	223559	REVERSED.	6	5	0.833	4	2	3	2	3.500	2.000	3	537531.863282	570677.7773440001	563776.320313	680078.085937	561144.460938	589639.4023440001	578462.306641	703938.898437	529720.890625	575817.3554690001	26315.139648	2	759825.085938	594307.421875	628341.039062	739713.453125	680525.820312	622566.875	665214.09375	765525.960938	617912.445312	691373.820312	150.0
75	1	REV_B2RW38	 	 	REV_B2RW38, sp|Q8BR92|PALM2_MOUSE	reversed	3.3	873	103522	REVERSED.	2	1	0.500	0	2	0	1	0.000	1.067	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	5753.196777	7272.76123	3747.469727	5863.487793	6286.38916	11940.916992	7117.604004000001	7883.228515999999	6159.191895	5422.621094	150.0
76	1	REV_D3Z2X2	 	 	 	reversed	0.6	4749	536430	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	74748.296875	74438.382812	73516.734375	83745.3125	86855.171875	88800.953125	75427.015625	82703.375	82687.601562	86830.429688	150.0
77	1	REV_E1U8D0	 	 	 	reversed	2.0	1418	159185	REVERSED.	2	1	0.500	2	0	1	0	2.000	0.000	1	70678.757812	62506.05078099999	83771.992188	97341.609375	80931.8125	68919.90625	80285.359375	62021.609375	67610.054688	57893.93359400001	2805.3330079999996	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78	1	REV_E9PVZ8	 	 	 	reversed	0.8	3238	370150	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	48500.320312	50389.980469	55634.90625	56332.55859400001	57598.10546900001	56042.195312	60202.58203099999	57569.890625	66609.140625	69144.664062	3336.865479
79	1	REV_E9PWQ3	 	 	 	reversed	1.3	3284	353927	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	49911.286133	52691.536621	57106.180664	65142.039550999994	58380.775390999996	48254.171387	56648.552246	61986.760742	59421.334961	50235.962402	150.0
80	1	REV_E9PWR4 (+1)	REV_E9PWR4&REV_Q8BWT5	 	 	reversed	1.8	1557	171067	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	593498.28125	587651.90625	864543.1875	561754.46875	571966.921875	613787.125	616730.5	648533.828125	627294.40625	573691.578125	10136.396484
81	1	REV_E9PY61	 	 	 	reversed	0.9	2293	248712	REVERSED.	4	4	1.000	2	2	2	2	2.000	2.000	2	182103.375	238741.5625	313409.351562	244902.0	250099.433594	248973.996094	254512.761719	192938.636719	264917.648438	238230.15625	8103.375977	2	365511.421875	456404.148438	587843.25	414440.757813	440665.359375	488251.4375	475652.546875	388360.367188	512518.023438	440137.578125	150.0
82	1	REV_E9PZ36	 	 	 	reversed	1.3	4059	444877	REVERSED.	7	7	1.000	3	4	3	4	3.000	4.000	3	337821.242188	246280.061035	320798.105469	340105.06835899997	376901.148437	349515.96679700003	364922.998047	407377.066406	336696.927734	506075.109375	5214.573242	4	332337.25	96282.80468700001	281989.166015	285889.572266	303540.18163999997	311674.90625	370860.220704	234845.802734	253059.822266	483802.97070299997	150.0
83	1	REV_E9PZ87	 	 	 	reversed	1.9	1789	198823	REVERSED.	4	4	1.000	2	2	2	2	2.000	2.000	2	128629.66796900002	131483.228516	136278.79980500002	165721.394531	126959.394531	126240.205078	141491.66601600003	142303.026367	117066.481446	141065.348633	6368.958984000001	2	56305.927734000004	37690.948731000004	44459.489257	59863.633789	53522.211914	54238.644532000006	51190.266602	55645.330078	45729.942383	52844.335938	150.0
84	1	REV_E9Q271	 	 	 	reversed	1.4	1322	147421	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	256953.726563	271112.960938	205817.738281	273472.230469	228539.550781	304270.179688	269391.082031	237364.960938	432151.75	333053.921875	150.0
85	1	REV_E9Q401	 	 	 	reversed	0.3	4966	564813	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	119488.136719	104164.738281	124280.914062	154521.980469	134809.011718	121381.332031	125540.519531	116093.519531	101238.382813	108132.402344	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
86	1	REV_E9Q4F7	 	 	 	reversed	1.1	2643	296183	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	320555.375	137745.453125	161893.734375	220503.46875	158633.75	220948.28125	165343.5	183656.5625	132410.828125	116792.36718800002	4108.425293
87	1	REV_E9Q555	 	 	 	reversed	0.6	5148	584252	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	32807.515625	47956.441406	48874.542969	51294.230469	51767.292969	44327.96875	46223.367188	38461.382812	55603.19921900001	57308.76953099999	150.0	2	102362.605469	110613.488281	122443.449219	129666.453125	143615.339844	118973.140625	140955.707031	127670.097657	130260.714843	138103.644532	150.0
88	1	REV_E9Q784	 	 	 	reversed	1.2	1729	203753	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	10134.607422	13086.71582	13855.0	10664.791016	12027.265625	12472.091797	15083.683594	10548.383789	13252.803711	9869.927734	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89	1	REV_E9Q842	 	 	 	reversed	1.0	2432	261631	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	50409.763672	47628.443359	56626.576172	53786.36132900001	50105.115235000005	50131.177734	46886.289061999996	60076.986328	44907.508789	47638.972657	150.0
90	1	REV_E9Q876	 	 	 	reversed	1.2	2595	292588	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	110046.316406	99017.71875	136248.154297	151877.289063	139344.39648500003	140590.15625	133024.947266	107168.662109	132103.388672	125932.505859	5507.252441	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91	1	REV_E9Q8T7	 	 	 	reversed	0.7	4250	487065	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	156611.80957	147808.826172	152192.203125	187672.404297	180096.576172	140738.925782	181156.630859	154594.458008	180920.574219	155903.733398	150.0
92	1	REV_E9Q9B7	 	 	REV_E9Q9B7, sp|Q03517|SCG2_MOUSE	reversed	1.5	1793	199182	REVERSED.	3	2	0.667	2	1	2	0	2.000	0.000	2	945420.4375	1096760.6875	1034470.46875	1152084.1875	976376.59375	1105209.0625	1121747.875	1208027.09375	1380204.75	1151272.0625	51273.382811999996	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
93	1	REV_E9Q9R9	 	 	 	reversed	3.5	1921	214384	REVERSED.	5	5	1.000	4	1	4	1	4.000	1.000	4	421159.886718	400099.640625	441467.992188	548291.046875	487758.15625	479940.949219	479695.265625	566926.3242190001	468952.714844	504554.671874	17236.365965999998	1	140510.390625	151076.921875	137886.390625	151840.09375	148067.203125	148434.875	141229.578125	151058.109375	162929.8125	147796.375	150.0
94	1	REV_E9QA15	 	 	REV_E9QA15, sp|P97820|M4K4_MOUSE, sp|Q3URD3|SLMAP_MOUSE, sp|Q64331|MYO6_MOUSE, sp|Q8BPM0|DAAM1_MOUSE	reversed	3.1	768	89272	REVERSED.	4	1	0.250	1	3	0	1	0.000	1.055	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	79805.382812	81715.015625	68010.710938	111263.92968800002	86617.351562	64368.90625	76378.3125	79959.070312	97909.625	90907.179688	150.0
95	1	REV_F6XLV1	 	 	REV_F6XLV1, sp|P35486|ODPA_MOUSE, sp|Q505D7|OPA3_MOUSE	reversed	0.9	1638	186629	REVERSED.	5	1	0.200	3	2	1	0	1.021	0.000	1	25943.214844	23529.666016	26261.615234	27589.804688	29490.960938	25619.216797	24008.527344	26835.390625	25728.273438	28978.449219	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96	1	REV_F6ZDS4	 	 	 	reversed	1.3	2431	273987	REVERSED.	4	4	1.000	1	3	1	3	1.000	3.000	1	37535.457031	41395.0625	43540.230469	41051.632812	45102.175781	43920.925781	44228.996094	28693.070312	45432.761719	44627.628906	150.0	3	1914861.40625	1765829.023438	2376909.546875	2022445.011719	2075063.9609380001	2211047.617187	1935432.5625	1999739.960938	1920110.183594	1864421.7578130001	5929.091309
97	1	REV_G3UVV3	 	 	 	reversed	1.6	2246	245961	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	94548.445312	92808.078125	112280.390625	115846.08593800002	108716.125	105510.945313	112449.609375	111403.21093800002	115697.734375	103056.382813	6216.383301	2	334582.86132799997	297357.41992200003	386294.375	407022.726562	371338.828125	365129.097656	403088.277344	369028.119141	397442.5	375291.058594	9723.769531
98	1	REV_G5E8H5	 	 	 	reversed	3.2	664	76704	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	6993.823242	6263.547363000001	9542.144531	12086.12793	8311.825195	6721.866211	6737.962401999999	5511.642578	6095.66748	8159.716797	150.0	2	4397.963867	4983.462402	3793.1049799999996	5967.053223	4761.477539	3806.309814	3728.3125	5076.865234000001	3823.211182	4190.709961	150.0
99	1	REV_O08550	 	 	 	reversed	2.1	2713	294817	REVERSED.	4	4	1.000	0	4	0	4	0.000	4.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	1460698.675781	1264376.109375	1478976.1152350002	1583315.765625	1730753.589843	1480291.703125	2007975.996094	1641969.328125	1675764.316406	1541351.167969	11576.043945
100	1	REV_O08648	 	 	REV_O08648, sp|P47738|ALDH2_MOUSE	reversed	1.0	1597	179832	REVERSED.	4	1	0.250	2	2	1	0	1.008	0.017	1	109924.11718800002	83094.140625	111160.453125	145813.875	111710.67968800002	98484.53125	97619.789062	102771.804688	93581.4375	98504.140625	2562.7421879999997	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	1	REV_O08901	 	 	 	reversed	3.3	1058	119562	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	161335.597656	151098.642578	201482.364258	195992.083008	194055.700195	180254.38378899998	199893.49121100002	184889.314453	190178.947266	182625.918945	7328.401367
102	1	REV_O35652	 	 	 	reversed	4.9	367	40710	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	156706.742188	147003.429688	174805.292969	199511.710937	171010.238281	169926.273438	168724.152344	155144.308594	153694.160157	158166.039063	150.0
103	1	REV_O54834	 	 	 	reversed	4.4	987	108843	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	32651.191406	57487.140625	78464.226562	50176.148438	69680.492188	46646.398438	103133.226563	55716.69921900001	180957.765625	150346.9375	6271.964355	2	32566.696533	137953.548584	190007.008179	76235.76513700001	186045.822876	94433.911377	316602.756348	119921.89599700001	545687.984375	410451.866455	21240.398438
104	1	REV_O70374	 	 	 	reversed	5.9	594	65904	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	42888.816407	39121.982422	41703.916014999995	56096.826171999994	45709.425781	42876.257811999996	40915.085936999996	39423.974609	45056.462890999996	38623.335938	1013.614929	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
105	1	REV_O88735	 	 	REV_O88735, sp|P28661|SEPT4_MOUSE	reversed	2.1	730	82021	REVERSED.	3	1	0.333	1	2	0	1	0.000	1.013	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	516034.09375	610154.1875	801082.875	451305.40625	379658.03125	579577.1875	552283.4375	693013.75	459489.8125	543356.375	22812.496094
106	1	REV_O89032	 	 	 	reversed	2.2	1124	124200	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	76640.992188	75635.550781	68839.466797	75291.167968	81491.054687	87264.517578	77937.123047	90081.43359399999	69902.439453	76428.419922	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107	1	REV_O89084	 	 	 	reversed	3.4	844	93557	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1166292.28125	1046806.71875	1200274.8046880001	1343953.1953119999	1161066.8828119999	1262261.386719	1327465.476562	1251346.472656	1237246.359375	1322584.9453119999	63577.679688
108	1	REV_P0C6F1	 	 	 	reversed	0.4	4456	511559	REVERSED.	2	2	1.000	2	0	2	0	2.000	0.000	2	79316.433594	90009.585937	150708.097656	97485.875	89065.558594	88815.953126	103458.820313	94022.027344	105764.800781	100390.390624	2585.0390620000003	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109	1	REV_P14404	 	 	 	reversed	2.8	1232	138098	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	4991910.321289	4640104.517578	5230675.585938	6283454.963867	5456069.195312	5632964.15332	4721531.884766	5529989.931641	4875882.147461	5581870.794922	211758.59375
110	1	REV_P21180	 	 	 	reversed	3.2	760	84741	REVERSED.	3	3	1.000	1	2	1	2	1.000	2.000	1	128422.921875	45030.316406	102012.007813	125005.88281300002	77566.1875	45406.664062	33832.582031	39151.125	34172.25	57824.851562	150.0	2	243956.307617	51897.149902	154979.155273	179135.782471	106670.670898	63511.242675999994	62890.078613000005	63484.921387	52665.71875	70455.563965	150.0
