PAW protein_summary_9 results file
written: Mon Feb 13 18:35:51 2023

 	=subtotal(109,B6:B7162)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
17.0	1	CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN	contaminant	16.9	432	48105	KERATIN, TYPE I CYTOSKELETAL 17 (CYTOKERATIN 17) (K17) (CK 17) (39.1) (VERSION 1) [Homo sapiens].	13	3	0.231	9	4	3	0	5.003	0.000	CONT_046|gi|88041|pir||A31994, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, sp|B1AQ75|KRT36_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8CCX5|KT222_MOUSE, sp|Q9D312|K1C20_MOUSE
17.0001	1	sp|Q9QWL7|K1C17_MOUSE	redundant	16.9	433	48161	Keratin, type I cytoskeletal 17 OS=Mus musculus OX=10090 GN=Krt17 PE=1 SV=3	13	3	0.231	9	4	3	0	5.003	0.000	CONT_046|gi|88041|pir||A31994, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, sp|B1AQ75|KRT36_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8CCX5|KT222_MOUSE, sp|Q9D312|K1C20_MOUSE
18.0	1	CONT_101|gi|125081|sp|P19012|K1CO_HUMAN	contaminant	11.2	456	49167	KERATIN, TYPE I CYTOSKELETAL 15 (CYTOKERATIN 15) (K15) (CK 15) [Homo sapiens].	16	0	0.000	9	7	0	0	0.000	0.000	CONT_046|gi|88041|pir||A31994, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, sp|B1AQ75|KRT36_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8CCX5|KT222_MOUSE, sp|Q9D312|K1C20_MOUSE
19.0	1	CONT_102|gi|88044|pir||S01068	contaminant	6.6	408	45507	keratin 4, type II, cytoskeletal (fragment) [Homo sapiens].	8	0	0.000	6	2	0	0	0.000	0.000	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
19.0001	1	CONT_119|gi|547753|sp|P19013|K2C4_HUMAN	redundant	5.1	534	57265	KERATIN, TYPE II CYTOSKELETAL 4 (CYTOKERATIN 4) (K4) (CK4) [Homo sapiens].	8	0	0.000	6	2	0	0	0.000	0.000	CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
20.0	1	CONT_108|gi|125090|sp|P02534|K1M1_SHEEP	contaminant	17.5	412	46674	KERATIN, TYPE I MICROFIBRILLAR 48 KD, COMPONENT 8C-1 (LOW-SULFUR KERATIN) [Ovis aries].	10	0	0.000	7	3	0	0	1.893	0.500	CONT_046|gi|88041|pir||A31994, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, sp|B1AQ75|KRT36_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8K0Y2|KT33A_MOUSE, sp|Q9D646|KRT34_MOUSE
21.0	1	CONT_109|gi|125116|sp|P15241|K2M2_SHEEP	contaminant	25.5	491	53681	KERATIN, TYPE II MICROFIBRILLAR, COMPONENT 7C [Ovis aries].	25	3	0.120	13	12	1	2	5.269	8.341	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
21.0001	1	CONT_144|gi|89882|pir||S05408	redundant	25.5	491	53681	keratin, type II, component 7c, cytoskeletal [Ovis aries].	25	3	0.120	13	12	1	2	5.269	8.341	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
22.0	1	CONT_120|gi|125108|sp|P08729|K2C7_HUMAN	contaminant	9.8	469	51334	KERATIN, TYPE II CYTOSKELETAL 7 (CYTOKERATIN 7) (K7) (CK 7) [Homo sapiens].	22	1	0.045	15	7	0	1	0.000	1.055	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P15331|PERI_MOUSE, sp|P20152|VIME_MOUSE, sp|P31001|DESM_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
22.0001	1	CONT_140|gi|88045|pir||S05602	redundant	9.8	469	51364	keratin K7, type II, epithelial, 55K [Homo sapiens].	22	1	0.045	15	7	0	1	0.000	1.055	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P15331|PERI_MOUSE, sp|P20152|VIME_MOUSE, sp|P31001|DESM_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
22.0002	1	CONT_141|gi|88049|pir||B24177	redundant	9.4	489	53806	keratin, 55K type II cytoskeletal (fragment) [Homo sapiens].	22	1	0.045	15	7	0	1	0.000	1.055	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P15331|PERI_MOUSE, sp|P20152|VIME_MOUSE, sp|P31001|DESM_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
23.0	1	CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN	contaminant	53.6	593	59518	KERATIN, TYPE I CYTOSKELETAL 10 (CYTOKERATIN 10) (K10) (CK 10) [Homo sapiens].	101	27	0.267	52	49	13	14	45.697	45.626	CONT_046|gi|88041|pir||A31994, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, sp|B1AQ75|KRT36_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q61897|KT33B_MOUSE
24.0	1	CONT_123|gi|125091|sp|P25690|K1M2_SHEEP	contaminant	18.8	404	46062	KERATIN, TYPE I MICROFIBRILLAR, 47.6 KD (LOW-SULFUR KERATIN) [Ovis aries].	8	0	0.000	6	2	0	0	2.226	0.500	CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_146|gi|2119208|pir||I37459, sp|B1AQ75|KRT36_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8K0Y2|KT33A_MOUSE, sp|Q9D646|KRT34_MOUSE
25.0	1	CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN	contaminant	12.9	564	60066	KERATIN, TYPE II CYTOSKELETAL 6F (CYTOKERATIN 6F) (CK 6F) (K6F KERATIN) [Homo sapiens].	31	0	0.000	17	14	0	0	0.000	0.000	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P19246|NFH_MOUSE, sp|P20152|VIME_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
26.0	1	CONT_143|gi|88054|pir||A22940	contaminant	45.4	643	65493	keratin, 67K type II cytoskeletal [Homo sapiens].	112	1	0.009	62	50	0	1	0.000	3.889	CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
27.0	1	CONT_146|gi|2119208|pir||I37459	contaminant	10.5	362	41704	hair keratin acidic 3-II (fragment) [Homo sapiens].	6	0	0.000	5	1	0	0	0.726	0.000	CONT_046|gi|88041|pir||A31994, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, sp|B1AQ75|KRT36_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8K0Y2|KT33A_MOUSE, sp|Q9D646|KRT34_MOUSE
28.0	1	CONT_154|gi|1181996	contaminant	19.1	425	47034	(X81420) hair type II basic keratin [Homo sapiens].	20	0	0.000	11	9	0	0	0.000	0.667	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
28.0001	1	CONT_172|gi|1903216|gnl|PID|e255375	redundant	16.4	493	54214	(X99141) type II intermediate filament of hair keratin [Homo sapiens].	20	0	0.000	11	9	0	0	0.000	0.667	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
28.0002	1	CONT_174|gi|1903220|gnl|PID|e255346	redundant	16.8	483	53193	(X99142) type II intermediate filament of hair keratin [Homo sapiens].	20	0	0.000	11	9	0	0	0.000	0.667	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
28.0003	1	CONT_178|gi|2190400|gnl|PID|e321549	redundant	16.0	505	54971	(Y13621) keratin [Homo sapiens].	20	0	0.000	11	9	0	0	0.000	0.667	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE
29.0	1	CONT_156|gi|1363944|pir||JC4313	contaminant	24.9	473	51237	type I keratin 16 [human, epidermal keratinocytes, Peptide, 473 aa].	19	3	0.158	10	9	2	1	4.669	3.222	CONT_046|gi|88041|pir||A31994, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, sp|B1AQ75|KRT36_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8CCX5|KT222_MOUSE, sp|Q9D312|K1C20_MOUSE
30.0	1	EXTRA_0001	 	83.6	584	66356	[P02768ups|ALBU_HUMAN_UPS] Serum albumin (Chain 26-609) - Homo sapiens (Human)	246	221	0.898	115	131	103	118	106.236	121.535	EXTRA_0001, sp|P07724|ALBU_MOUSE
31.0	1	EXTRA_0002	 	28.4	81	9071	[Q15843ups|NEDD8_HUMAN_UPS] NEDD8 (Chain 1-81) - Homo sapiens (Human)	42	42	1.000	27	15	27	15	27.000	15.000	 
31.0001	1	sp|P29595|NEDD8_MOUSE	redundant	28.4	81	8972	NEDD8 OS=Mus musculus OX=10090 GN=Nedd8 PE=1 SV=2	42	42	1.000	27	15	27	15	27.000	15.000	 
32.0	1	EXTRA_0003	 	56.6	189	21298	[P01112ups|RASH_HUMAN_UPS] GTPase HRas (Chain 1-189) - Homo sapiens (Human)	43	9	0.209	18	25	5	4	11.736	11.995	EXTRA_0003, sp|P08556|RASN_MOUSE, sp|P32883|RASK_MOUSE
32.0001	1	sp|Q61411|RASH_MOUSE	redundant	56.6	189	21298	GTPase HRas OS=Mus musculus OX=10090 GN=Hras PE=1 SV=2	43	9	0.209	18	25	5	4	11.736	11.995	EXTRA_0003, sp|P08556|RASN_MOUSE, sp|P32883|RASK_MOUSE
33.0	1	EXTRA_0004	 	36.3	526	59624	[P04040ups|CATA_HUMAN_UPS] Catalase (Chain 2-527) - Homo sapiens (Human)	52	31	0.596	26	26	17	14	20.643	17.500	EXTRA_0004, sp|P24270|CATA_MOUSE
34.0	1	EXTRA_0008	 	12.8	273	30736	[P15559ups|NQO1_HUMAN_UPS] NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	6	2	0.333	3	3	1	1	1.125	1.143	EXTRA_0008, sp|Q64669|NQO1_MOUSE
35.0	1	EXTRA_0009	 	44.9	198	21979	[Q06830ups|PRDX1_HUMAN_UPS] Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	83	4	0.048	45	38	2	2	5.279	5.017	EXTRA_0009, sp|O08807|PRDX4_MOUSE, sp|P35700|PRDX1_MOUSE, sp|Q61171|PRDX2_MOUSE
36.0	1	EXTRA_0010	 	40.7	140	16153	[P00167ups|CYB5_HUMAN_UPS] Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	18	2	0.111	8	10	1	1	2.400	5.500	EXTRA_0010, sp|P56395|CYB5_MOUSE
